id,text,label,split,source_url,topic_id,post_id,post_number,category,topic_title,annotation_note
odc_0102,"Day-one subscriber. Waitlist era. This isn’t client-side. This is on your servers, OpenAI. After few days : Account locked. Error: Current account is undefined in DeactivatedWorkspaceModal Reactivation? Blank page. Infinite loop. The reality: Can’t access personal or team workspace UI crashes on DeactivatedWorkspaceModal All /backend-api/ calls return 402 — while subscription is active Can’t leave the deactivated workspace to return to my personal plan I don’t want the workspace back. Just detach my account so I can use what I pay for. Fix it. Escalate it. Stop the silence.",actionable,test,https://community.openai.com/t/active-subscription-locked-behind-a-deactivated-workspace/1378191/1,1378191,1886516,1,Community,Active subscription locked behind a deactivated workspace,concrete technical details/code/error context
odc_0103,"I would not answer this as a simple yes/no. I would split production readiness by workload. For personal assisted coding, it can be useful today if you keep the loop bounded: small task, clean git state, narrow working directory, explicit verification command, and human review before accepting changes. For production engineering work, I would not treat any agent session as autonomous unless you have controls around it: a repo checkpoint before the run; a clear task boundary, not “fix everything”; max retry/tool-call limits; tests or a build command that must pass; review of the final diff before merge; and a way to stop when compaction or crashes begin. The repeated automatic compaction you describe is worth reporting as a bug, especially if it happens every request and interrupts edits mid-run. The most useful report would include the exact app version and macOS version, whether it happ",opinion_or_request,train,https://community.openai.com/t/is-codex-production-ready/1384224/3,1384224,1909187,3,Codex,Is codex production ready?,"general preference, reaction, or request"
odc_0104,"Hello OpenAI Team, Farhan here from Sudo Consultants - We are facing some issues due to the safety system. Our customer has a clothing shop. They need a image generation tool inside the E-commerce platform. We are in a development stage - We are trying to generate the Superman, Batman, Spider man kind of images - It is neglected by the Safety system of OpenAI. Could you please uplift those blockers so that our customer could get benefit out of it - So that their customers is most are kids they generate cartoons, Marvel characters so that they can have the customized clothing for them… WhatsApp Image 2025-12-12 at 19.20.08_3c0258b5 588×1280 56.8 KB",actionable,test,https://community.openai.com/t/prompt-is-not-allowed-by-safety-system/1369187/1,1369187,1860445,1,Prompting,Prompt is not allowed by Safety system,concrete technical details/code/error context
odc_0105,"We’re running a voicebot product built on top of the OpenAI Realtime API (currently using gpt-realtime-mini ). We have noticed that the Ballad voice is changing tone mid-conversation or between calls — shifting from its expected calm/warm style to something more neutral or flat, without any change on our end. What we’re seeing: Same system prompt, same session config Ballad sounds noticeably different across calls — sometimes warm/expressive, sometimes flat Other voices (e.g. Alloy, Echo) seem more consistent in the same setup Setup: Realtime API via SIP integration Sessions initiated programmatically with identical parameters No changes to voice , instructions , or turn_detection config between sessions Questions: Has anyone else noticed tone/personality drift in the Ballad voice specifically? Is there any known variability in voice characteristics tied to model updates or infrastructur",actionable,train,https://community.openai.com/t/ballad-voice-inconsistent-tone-personality-changes-in-realtime-api-mini-anyone-else/1382384/1,1382384,1901877,1,API,Ballad voice inconsistent tone/personality changes in Realtime API (mini) — anyone else?,concrete technical details/code/error context
odc_0106,Thanks for details. Sounds totally reasonable and useful. The tool above tries to follow this approach. I’d definitely love to hear your feedback on the tool of you have some time to test it. Thanks.,opinion_or_request,train,https://community.openai.com/t/what-do-you-use-to-keep-your-coding-agent-oriented-in-a-big-postgres-schema/1384057/4,1384057,1909308,4,Codex,What do you use to keep your coding agent oriented in a big Postgres schema?,"general preference, reaction, or request"
odc_0107,"Hi all, I’m hoping someone can help me understand an error I’m hitting, and why the behavior differs between two OAuth flows in ChatGPT. The Problem With the same MCP server URL, with the same OAuth configuration: Works perfectly when connected via chatgpt.com → Developer Mode → Create App. The server supports both pre-defined and DCR modes no problems! Fails in the App Review submission form at Step 2 (“MCP Server”) when clicking Scan Tools , with: MCP details save failed: OAuth discovery returned unsupported OAuth config type Interestingly, “Scan Tools” on the review form worked fine for me on 21 April 2026 with a test (unpublished) app. The failure started showing up recent, on 6 May 2026 (attempts around ~05:00 and ~10:00 GMT+0800) against the same server. What I’m trying to understand What does “OAuth discovery returned unsupported OAuth config type” actually mean? Which part of the",underspecified,test,https://community.openai.com/t/oauth-mcp-server-works-in-chatgpt-developer-mode-create-app-but-fails-in-app-review-form-what-does-unsupported-oauth-config-type-really-mean/1380378/1,1380378,1894902,1,ChatGPT Apps SDK,"OAuth MCP server works in ChatGPT Developer Mode (""Create App"") but fails in App Review form — what does ""unsupported OAuth config type"" really mean?",help/problem report without enough context
odc_0108,The old way is the inefficient way of putting the HTML in the context and polluting right ? or is there any other way ?,underspecified,train,https://community.openai.com/t/mcp-apps-in-chatgpt-are-fundamentally-broken-2-critical-bugs/1377697/4,1377697,1887145,4,ChatGPT Apps SDK,MCP Apps in ChatGPT are fundamentally broken - 2 critical bugs,short question without enough supporting detail
odc_0109,"Hi everyone, I’d like to report a significant issue with the latest updates to the ChatGPT mobile app (Android, in my case — not sure if this applies to iOS too). Until recently, the voice dictation feature worked in a very convenient way: I could tap the microphone button, speak, and then see the transcribed text in the message box before sending. This allowed me to review, copy, or edit the text before submitting it to the chat. However, in one of the latest updates, this behavior has changed. Now, after finishing a voice recording and pressing the send button, the message is sent immediately without showing the transcribed text beforehand. This completely removes the possibility to correct or even copy the text before it gets submitted, which is a major regression in usability — especially for those of us who use ChatGPT primarily as a voice-to-text tool rather than for direct convers",actionable,train,https://community.openai.com/t/voice-dictation-no-longer-shows-transcribed-text-before-sending-major-usability-regression/1177339/1,1177339,1591646,1,ChatGPT developer tools,Voice dictation no longer shows transcribed text before sending (major usability regression),some concrete technical context
odc_0110,Since I am a frequent user of chatgpt . I have found it very helpful. But I would suggest one minor change and I hope others might have also noticed it that is the chat feature within the previous chats .(Chats within Chat feature). This will be helpful for users as we would not have to remind it everytime what they had said few chats ago or even if that’s not the case still for a user to have all things at one place is best for him as that gives him context of everything at one place and he needs ot scroll up and down through multiple chats simulataneously reminding the chatgpt of the last chats.,underspecified,train,https://community.openai.com/t/suggestion-for-improvement-of-chatfeature-in-open-ai-chatgpt-from-a-regular-user/1380240/1,1380240,1894356,1,ChatGPT developer tools,Suggestion for improvement of chatfeature in open AI chatgpt from a regular user,help/problem report without enough context
odc_0111,"I’ve been experimenting with multi-step AI prompting techniques to make GPT models operate like a dynamic reasoning engine. By structuring tasks sequentially and controlling outputs, I’ve been able to achieve consistent, high-level reasoning that feels almost autonomous. Here’s what’s working so far and how I structure prompts for maximum clarity and reliability. Methodology: Step 1: Define the Objective Clearly Start with a single, precise sentence explaining the task to the AI. This ensures it knows the goal before attempting any processing. Step 2: Break Down into Sub-Steps Each sub-step is sent sequentially, with outputs chained to the next step. This mimics multi-step reasoning and keeps AI outputs coherent. Step 3: Apply Output Constraints Specify formatting, style, or reasoning rules in the prompt. Example: “Output in bullet points with concise explanations.” Step 4: Merge and Val",opinion_or_request,test,https://community.openai.com/t/multi-step-ai-prompting-for-dynamic-system-reasoning/1369564/1,1369564,1861611,1,Prompting,Multi-step AI Prompting for Dynamic System Reasoning,general discussion or product take
odc_0112,"Update: June 11, 2026 — new local log findings I’ve now observed this quota exhaustion pattern for four days in a row and found stronger local evidence that the visible Codex workload is probably not the full explanation. The most important new finding is that Codex Desktop appears to be running hidden memory-generation / memory-consolidation jobs outside the visible thread UI. What I found In local Codex state, I found a memory database: ~/.codex/memories_1.sqlite It contains a job table with entries such as: memory_stage1 memory_consolidate_global The key suspicious row was: kind: memory_consolidate_global key: global status: pending started: 2026-06-11 10:12:03 local time finished: 2026-06-11 12:37:53 local time retry_remaining: 3 input_watermark: 2026-06-11 11:25:28 local time last_success_watermark: 2026-06-11 01:12:15 local time This job does not appear as a normal visible Codex th",opinion_or_request,train,https://community.openai.com/t/unexpected-codex-5h-quota-exhaustion-on-pro-5x-gpt-5-3-codex-spark-context-window-failure/1383015/3,1383015,1905376,3,Codex,Unexpected Codex 5h Quota Exhaustion on Pro 5X + GPT-5.3 Codex Spark Context Window Failure,"general preference, reaction, or request"
odc_0113,I’m having similar issue. The backend log show the error happen after it hit “.well-known/openid-configuration”. Could be some validation errors but the message is not useful at this time. Seems liked this is a new issues. Submitted another app a few days ago with the same oauth config and it was fine.,underspecified,validation,https://community.openai.com/t/oauth-mcp-server-works-in-chatgpt-developer-mode-create-app-but-fails-in-app-review-form-what-does-unsupported-oauth-config-type-really-mean/1380378/2,1380378,1894931,2,ChatGPT Apps SDK,"OAuth MCP server works in ChatGPT Developer Mode (""Create App"") but fails in App Review form — what does ""unsupported OAuth config type"" really mean?",help/problem report without enough context
odc_0114,"I have also tried loading a small test PDF (3 pages) into ChatGPT, and just asked it “what page number is X on?”, where X is some piece of information that is unique to a specific page, and the answer (page number) is completely wrong. It makes me think that there is no preservation of document hierarchy under the hood, it’s just some straight forward chunking of text.",underspecified,test,https://community.openai.com/t/obtaining-correct-pdf-page-number-in-the-response-using-gpts/524103/2,524103,704516,2,Prompting,Obtaining correct PDF page number in the response using GPTs,short question without enough supporting detail
odc_0115,"Hi everyone, This topic is for discussing Codex limits after the move from message-based usage to token-based usage. Additionally the 2x rate limits promotion has ended and some users have reported hitting limits sooner after this change. This is the right place to compare experiences, share what seems to trigger it, and discuss what helps make usage last longer. Under the new system, bigger prompts, larger repos, long context, large AGENTS.md files, MCP servers, Fast mode, image generation, and model choice can all use up limits faster. Current Codex usage and pricing details are here: developers.openai.com Pricing – Codex | OpenAI Developers Codex is included in your ChatGPT Free, Go, Plus, Pro, Business, Edu, or Enterprise plan",actionable,train,https://community.openai.com/t/codex-rate-limits-discussion-thread/1378553/3,1378553,1887771,3,Codex,Codex Rate Limits Discussion Thread,concrete technical details/code/error context
odc_0116,"When submitting chat completions requests for LLM-generated responses, we’ve found that having brief instructions that can be prepended to the last utterance submitted can greatly improve LLM response behavior. Relying solely on the system prompt at the beginning of a long conversation seems to indicate degradation in the generated response (as though the instructions are forgotten or have less influence). By adding important prompt directives in front of the last utterance in the messages array, we have a “current” reminder that the LLM seems to honor. The Realtime API doesn’t provide a way to pass additional fields in the session.update message (though it doesn’t seem to be rejected). We have added an “utterance_prepend” text field so the client can override anything loaded on the server. On the server, we add this to the last utterance just before submitting it to the agent LLM, but w",opinion_or_request,train,https://community.openai.com/t/utterance-prepend-improves-model-responses-for-chat-completions/1375309/1,1375309,1878359,1,Prompting,Utterance prepend improves model responses for chat completions,general discussion or product take
odc_0117,"Nice work… how do you decide which facts you commit to long term memory? Also, have you thought about adding an audio confirmation that she heard you and is processing your request? I see your visual indication but it feels to me like you need some sort of auditory cue as well. Just some sort of subtle auditory progress indicator. Again, nice work.",underspecified,train,https://community.openai.com/t/kruel-ai-kv2-0-kx-experimental-research-to-current-8-2-api-companion-co-pilot-system-with-full-modality-understanding-with-persistent-memory/674592/2,674592,920374,2,Community,"Kruel.ai KV2.0 - KX (experimental research) to current 8.2- Api companion co-pilot system with full modality , understanding with persistent memory",short question without enough supporting detail
odc_0118,"HanakoAbsed: I sometimes get better results by asking in natural language and then refining through conversation. Short answer: you need to read the model cards and prompting guidance for each model to understand what works best. This applies not only to OpenAI models, but also to models from other providers. Different models can respond better to different prompting styles, constraints, and levels of detail. developers.openai.com Prompt guidance | OpenAI API developers.openai.com Models | OpenAI API Explore all available models on the OpenAI Platform.",actionable,train,https://community.openai.com/t/natural-language-requests-vs-long-structured-prompts-what-actually-improves-performance/1381299/4,1381299,1898166,4,Prompting,Natural-language requests vs. long structured prompts: what actually improves performance?,concrete technical details/code/error context
odc_0119,"AI agents will evolve from simple chatbots into systems that can take actions, use tools, and complete tasks autonomously. In the future, many agents will work together as specialized teams, like a manager agent coordinating expert agents. They will be used in business, education, healthcare, research, and software development. In healthcare, AI agents may help with symptom guidance, patient education, medical research, and care coordination. The main challenge will be making them safe, reliable, ethical, and supervised by humans. Overall, the future of AI agents is moving toward autonomous digital assistants and multi-agent systems.",actionable,train,https://community.openai.com/t/what-will-the-future-of-artificial-intelligence-agents-be/1381972/1,1381972,1900679,1,Community,What will the future of artificial intelligence agents be?,concrete technical details/code/error context
odc_0120,"Livestream: 2026-04-21T19:00:00Z x.com Sam Altman [USER] Really excited for this week! Next up, we've got something to show you at 12 pm PT today. x.com/OpenAI/status/… OpenAI [USER] This is not a screenshot. [URL] 2:35 PM - 21 Apr 2026 560 51 Join the stream via YouTube: Gabriel Goh, Kenji Hata, Kiwhan Song, Alex Yu, Boyuan Chen, and Nithanth Kudige join host Sam Altman to introduce and demo ChatGPT Images 2. Comments on YouTube are disabled. Join the conversation here in the community and share your impressions, questions, and insights.",actionable,train,https://community.openai.com/t/livestream-starting-now-chatgpt-images-2-0/1379464/1,1379464,1891273,1,Community,Livestream starting now: ChatGPT Images 2.0,concrete technical details/code/error context
odc_0121,"Hi, I found a post here about comparing cosine similarities over time. I am doing something similar but a bit different. I have created an information retrieval engine that operates over document embeddings in different languages, reusing the same categories to index those embeddings in a projected feature space of cosine similarities. There’s a faceted browser which allows users to combine features in a context sensitive way and browse the pooled cosine similarities. My question is: does the community think this could have any use for aligning document embeddings in different languages? i.e., if I reused the same features and indexed a large number of vector databases with anchor vectors that represented those features, and pooled them continuously until I had one very large cosine-similarity feature space, would it be useful for combining documents, or would it just contain meaningless",opinion_or_request,train,https://community.openai.com/t/combining-different-latent-spaces/1357813/1,1357813,1832269,1,Open Models,Combining Different Latent Spaces?,general discussion or product take
odc_0122,"This seems awfully unnecessary for something so basic… Why does this inability to login with chat gpt only seem to be affecting some users… I’m pulling my hair out trying to sign in, both with the CLI (WSL) and VSCode extension",opinion_or_request,train,https://community.openai.com/t/hmmm-cant-reach-this-page-i-get-this-after-signing-in-anyone-has-this-issue/1355777/4,1355777,1831817,4,Codex,Hmmm… can't reach this page: I get this after signing in anyone has this issue?,general discussion or product take
odc_0123,"Welcome to the community! According to docs, it should be possible to connect multiple hosts and switch between connected hosts and threads, so having your Mac Studio already connected to your iPhone should not by itself prevent you from adding the laptop. developers.openai.com Remote connections – Codex | OpenAI Developers Connect your phone or another device to a Codex host, or use projects on remote machines over SSH A few things worth checking on the laptop: Is the latest Codex app installed and running? Do you see the “Set up Codex mobile” option in the Codex app? Are the laptop, Mac Studio and iPhone signed into the same ChatGPT account and workspace? Is the laptop awake, online and running Codex when you try to connect? developers.openai.com App – Codex | OpenAI Developers Your Codex command center So I would check whether the latest Codex app installs and whether the mobile setup",actionable,train,https://community.openai.com/t/codex-remote-from-different-machine/1383790/2,1383790,1907060,2,Codex,Codex remote from different machine,concrete technical details/code/error context
odc_0124,"For the past several days, the our documentation chatbot (powered by gpt-5.5 using the file_search tool) has not been correctly adding the citations in its responses. For example, here is a recent output message: {‘id’: ‘msg_0699b1fab59d93a5006a27ebef660c819fb62be649c0a8b909’, ‘content’: [{‘annotations’: [], ‘text’: ‘By “assigned a service band” , I mean the employer organisation has a value selected in its Service Band field on their organisation profile.\n\nA Service Band is a way of categorising employers for fair pricing — for example:\n\n- Default / Standard \n- Charity \n- Public sector \n- Commercial \n- Partner employer \n\ntargetconnect uses the Service Band to decide which stand price applies to that organisation. The documentation says Service Band is used to define prices for event stands — for example, offering a lower price to charities. \ue200filecite\ue202turn2file4\ue201",actionable,train,https://community.openai.com/t/file-citations-bug-in-file-search-citations-using-gpt-5-5/1383150/1,1383150,1904594,1,API,File Citations bug in file_search citations using gpt-5.5,concrete technical details/code/error context
odc_0125,"Thanks for this! We’ve built the vector database - great suggestion. However we’re still curious what to do about a case where we have 3 question types ie: General (like ChatGPT) Help (this is for answers to our application, this is the vector database now) Commands (return JSON) The question now is, how do we route a user’s question to the right bucket? Our users cannot be expected to toggle which bucket their question intention belongs to ie 1, 2, or 3. Instead, we’d like Chat Completion to determine, based on their question, which bucket to route them to. And when it’s ambiguous - we want it to ask the user for clarification. We’ve tried to build an intent classification prompt which returns the intent of the question, but it has mediocre accuracy and we’re trying to make it airtight. If the question is still ambiguous, return a clarifying/confirmation question. Here’s what we’ve writ",underspecified,train,https://community.openai.com/t/classification-of-prompts/683712/4,683712,979678,4,Prompting,Classification of Prompts,help/problem report without enough context
odc_0126,I can confirm this is an issue. Citations are appearing as raw marker text instead of proper annotation objects. Will flag this to the team.,underspecified,train,https://community.openai.com/t/file-citations-bug-in-file-search-citations-using-gpt-5-5/1383150/3,1383150,1904602,3,API,File Citations bug in file_search citations using gpt-5.5,help/problem report without enough context
odc_0127,"Hey [USER], yeah, this is a very common spot to hit. What you’re describing (wrong tool calls, ignored formatting, extra verbosity) usually comes down to prompt clarity and structure. I’d recommend starting with this official guide on how to create a good prompt . It covers being explicit, separating constraints clearly, and defining output formats, which directly helps with the issues you mentioned. A good rule of thumb: change one variable at a time and test like you’re debugging code. That makes patterns much easier to spot.",underspecified,train,https://community.openai.com/t/framework-thought-process-of-diagnosing-prompt-issues/1375261/2,1375261,1878349,2,Prompting,Framework/Thought Process of Diagnosing Prompt Issues,help/problem report without enough context
odc_0128,because they have launch Apps way earlier… and have a double stack to support with potential collisions,opinion_or_request,train,https://community.openai.com/t/mcp-apps-in-chatgpt-are-fundamentally-broken-2-critical-bugs/1377697/3,1377697,1887059,3,ChatGPT Apps SDK,MCP Apps in ChatGPT are fundamentally broken - 2 critical bugs,general discussion or product take
odc_0129,"The Future of Email Should Belong to OpenAI. Here’s the blueprint. Hi OpenAI team, I’d like to propose something bold — something that could redefine daily communication for billions of people and establish OpenAI as the new default platform for global productivity: OpenMail — The First AI-Native Email System Not AI added to email. Not an assistant inside Gmail. But the first email platform ever designed from the ground up around intelligence. Email hasn’t fundamentally evolved in 20 years. OpenMail would change that — permanently. Why This Matters Email is used by 4.3+ billion people , every single day. Yet the tools we use (Gmail, Outlook) are slow, cluttered, and never built for AI. We waste hours writing, rewriting, correcting, chasing replies, sorting chaos, and managing miscommunication. There is no AI-native inbox today. OpenAI can change that with a single strategic move. What Op",actionable,test,https://community.openai.com/t/openai-and-the-reinvention-of-email/1367724/1,1367724,1856633,1,ChatGPT developer tools,OpenAI and the reinvention of email,concrete technical details/code/error context
odc_0130,"The Math Behind “There Is Only One AI” Last post I threw out a theory: all AI systems are converging toward the same place, and eventually you don’t have competing AIs you have one, distributed. A few people read it. Nobody argued with it. That’s worse than disagreement it means it read like opinion. So let me show the math. 1. Why they converge Every major AI system is built on the same core operation: minimize a loss function over a data distribution. In simplified terms, every model is solving: minimize L(θ) = -𝔼[log P(x|θ)] θ is the model’s parameters. x is the data. L is how wrong it is. Training = make L smaller. Here’s what matters: if two models are minimizing the same type of loss function over substantially overlapping data, their internal representations converge. This isn’t theory — MIT published this in 2024 as the Platonic Representation Hypothesis. As models scale, their l",actionable,validation,https://community.openai.com/t/there-is-only-one-ai-platonic-representation-hypothesis-most-likely-true/1377025/3,1377025,1883173,3,Community,There Is Only One AI - Platonic Representation Hypothesis most likely True?,concrete technical details/code/error context
odc_0131,"This is a really helpful space for anyone experimenting with ChatGPT image prompts. Sharing your prompts alongside your images makes it much easier for others to learn and offer creative tweaks. I also like that the community encourages collaboration, which can turn a simple idea into a more polished or unexpected result.",underspecified,train,https://community.openai.com/t/june-2026-theme-through-time-chatgpt-api-image-generative-art-gallery-prompt-tips-and-help/1378298/3,1378298,1886928,3,Community,"June 2026 (Theme: Through Time) — ChatGPT / API Image Generative Art Gallery, Prompt Tips, and Help",help/problem report without enough context
odc_0132,"The prior conclusion that what you’d get is similar to inpainting an existing “image-1/gpt-4o” image in ChatGPT is backed by further evidence like yours. Does image edit with masking actually work? API In ChatGPT, it certainly doesn’t “work” to keep edits inside a pixel-based perimeter, and what goes in to gpt-4o cannot be overlaid with gpt-4o output without significant shift of it essentially being a re-telling. I’m guessing that at most “mask” is a “color here” hint with the technology. The gpt-image-1 example, also used in the API reference, shows no need for a mask or a base image to remix several images into a new one. Unaltered original? dall-e-2 gives near pixel accuracy and with just minor glitches sometimes around the mask area. Grabbing their picture just now. A sunlit lounge with wicker furniture and a decorative plant next to an indoor pool is displayed on a computer screen w",opinion_or_request,validation,https://community.openai.com/t/openai-image-inpainting-example-is-not-working/1242787/2,1242787,1668273,2,Documentation,Openai-image inpainting example is not working,general discussion or product take
odc_0133,What does GEO mean? Are you trying to manipulate the training data of models? I would call it model poisoning.,underspecified,train,https://community.openai.com/t/thank-you-oh-my-codex-i-launched-my-project-yesterday-and-it-was-95-made-by-codex/1377452/2,1377452,1884064,2,Community,"Thank you! Oh my Codex. I launched my project yesterday, and it was 95% made by Codex",short question without enough supporting detail
odc_0134,"Hi guys and gals, Over the last 13 months I’ve created an “AST compiler” based upon fine tuning GPT-4.1-mini on 62,000 training examples of my own DSL. I’d love some feedback about my work. 100% open sauce, and freely available to play with - Both online and through Docker images (or cloning the source). Check it out here if you wish ==> [URL]",opinion_or_request,train,https://community.openai.com/t/ast-compiler-based-upon-fine-tuning-gpt-4-1-mini/1377483/1,1377483,1884128,1,Community,"AST ""compiler"" based upon fine tuning GPT-4.1-mini",mainly product feedback or feature/pricing request
odc_0135,"Dear friends, I’m super excited to announce an alpha release preview of a tool that I’ve been working on for a while. It’s an open source AI media editor. (for now just images, support for videos is coming very soon). Mind you this is still super glitchy, think of it more like a POC. Any criticism and feedback of any kind is much appreciated! Pls check it out here: [URL] GitHub: GitHub - Lixpi/lixpi: An innovative framework for building generative AI applications · GitHub generated-image (2) 1672×941 584 KB",actionable,train,https://community.openai.com/t/lixpi-ai-media-editor-alpha-release-preview/1379726/1,1379726,1892364,1,Community,Lixpi AI Media Editor - alpha release preview,concrete technical details/code/error context
odc_0136,"Yes, I experience the same. My shopping agent doesn’t work due to this. The basic search tool does not work. It’s very frustrating. I hope this will be solved soon.",underspecified,train,https://community.openai.com/t/tool-response-truncation-on-mcp-connector-responses-that-previously-worked/1383071/2,1383071,1904835,2,ChatGPT Apps SDK,Tool response truncation on MCP connector responses that previously worked,help/problem report without enough context
odc_0137,"Ah, I should’ve clarified it was back with completions and I would end the prompt with… 15) Then it would complete the list down to 1)… I seem to recall something years ago about labeling output to “count”… but not with JSON as that’s relatively new. _j: I’m assuming you aren’t looking for instructions for roadside improvised explosive devices… And no, jailbreaks are more Lounge material I’d say. Just trying to get something positive going. We’ve got a ton of super smart people here (and me!) Small smile. Seriously, though, more tips like… Better to repeat instructions in system and user prompt? Best to put X at the beginning or end of prompt? I’ll admit that with as good as the models are becoming, “hacks” aren’t really needed much anymore. Even negative prompting seems to be getting a little better? I asked Chat-Gippity to look at our community and come up with topic ideas. This was th",opinion_or_request,validation,https://community.openai.com/t/prompt-engineering-showcase-your-best-practical-llm-prompting-hacks/1267113/3,1267113,1705298,3,Prompting,Prompt Engineering Showcase: Your Best Practical LLM Prompting Hacks,"general preference, reaction, or request"
odc_0138,"Welcome to the dev Community! [USER] Based on the information provided, it appears the issue may be related to how the marketplace assets are being served in certain regions. Since troubleshooting this further may require account-specific configuration, could you please open a support ticket through our Help Cente r and share the case ID here so I can investigate further? ~ Smith",underspecified,validation,https://community.openai.com/t/app-listing-on-marketplace-see-broken-logo-and-images/1381937/2,1381937,1900788,2,ChatGPT Apps SDK,App listing on marketplace see broken logo and images,help/problem report without enough context
odc_0139,"Welcome in the Community [USER] Wenn Du Hilfe brauchts, oder Dich wertiefen möchtest, folge zuerst diese Seiten: [URL] [URL] Lesen, mehr verstehen, Kontakte aufbauen, auf Sicherheit achten!",opinion_or_request,train,https://community.openai.com/t/gruss-an-das-entwicklerteam/1378052/2,1378052,1886193,2,Community,Gruss an das entwicklerteam,general discussion or product take
odc_0140,"Hi [USER] , Yes, it has been a while since the last AI Pulse. Hope you’re doing well! I agree and would use the figure of speech: the devil is in the details. I notice those details most in areas where I either have the most expertise or the highest expectations. For example, I can automate recipe selection for using up leftover Easter eggs and happily accept a mediocre semifreddo recipe. But if I want to make Keller’s “Coffee and Donuts,” then it is on me to ask the right questions and understand what makes that recipe special. And realistically, my kids may still be perfectly happy with the mid version. That is just a more tasteful example of the same problem: getting the basics right is still a hard obstacle to overcome, even with AI augmentation. On the other side, we also need to lift the results beyond the point where the outcome is merely acceptable. Those are the two main challen",underspecified,train,https://community.openai.com/t/a-g-i-and-you-how-much-of-your-own-work-can-you-automate/1379707/3,1379707,1892499,3,Community,A(G)I and you: how much of your own work can you automate?,help/problem report without enough context
odc_0141,"The same. gpt-5.3-codex is much better than the new models when it comes to the code and codebase understanding. gpt-5.5 is so mumbo jumbo, simply wasting the tokens and leaving me with such a mess that I have to revert all the cnages and start from scratch with gpt-5.3-codex All this means Codex is unusable now. Please add the gpt-5.3-codex back",actionable,train,https://community.openai.com/t/gpt-5-2-and-gpt-5-3-codex-have-been-sunset-in-codex-with-chatgpt-subscriptions/1382273/3,1382273,1901755,3,Codex,GPT-5.2 and GPT-5.3-Codex have been sunset in Codex with ChatGPT subscriptions,concrete technical details/code/error context
odc_0142,"Has anyone had issues with ui/update-model-context or app.updateModelContext not actually updating the model context? The tool capabilities indicate that it is supported, and I see that when my widget calls updateModelContext, it is getting a successful response. However, when I try any further followup messages, the model doesn’t seem to be aware of anything that was sent via updateModelContext.",underspecified,train,https://community.openai.com/t/ui-update-model-context-not-updating-model-context/1377753/1,1377753,1885124,1,ChatGPT Apps SDK,Ui/update-model-context Not Updating Model Context,help/problem report without enough context
odc_0143,"Thank you for your thoughtful response. It seems the current web search citation behavior is still handled by a system-level layer Yes, it appears that’s the case. Hopefully, future API updates will allow finer-grained control over how citations are rendered Ideally, OpenAI could offer parameters for this. The only thing that the instruction prompt consistently accomplishes is creating the “Reference” section with citation source, title, and URL, line-by-line. Half the time, inline citations still remain in the main body.",opinion_or_request,train,https://community.openai.com/t/organizing-inline-web-search-citations-in-the-response-api/1363325/3,1363325,1846397,3,Prompting,Organizing Inline Web Search Citations in the Response API,general discussion or product take
odc_0144,“Codex Rate Limit 2 weeks” - I just noticed. Is there some info on this ? How does this effect the limits in detail ?,opinion_or_request,train,https://community.openai.com/t/codex-rate-limits-discussion-thread/1378553/1,1378553,1907966,1,Codex,Codex Rate Limits Discussion Thread,"general preference, reaction, or request"
odc_0145,"Observations You currently have an application that, by virtue of the function’s apparent usefulness and applicability to a task, GPT-4 will work, but GPT-4.1 When using a model that is 1/15th the cost for input and 2/15th the cost for output, correlating to the underlying computation, and for which multiple developers have reported even further degradation since release, you do not observe function-calling on the Assistants API endpoint in the same pattern. First round of assurance for you to perform Functions being placed into AI context will consume tokens that you are billed for, roughly equivalent to the natural language version of the schema and text. See that you face a larger bill when including functions on the new model See that the AI can answer, “what functions and function methods can you call?” Are the functions even present, or is there a bug? Tuning up functions While gpt",actionable,validation,https://community.openai.com/t/issue-function-calls-work-in-gpt-4-0-but-not-in-gpt-4-1-gpt-4-1-2025-04-24/1369301/2,1369301,1860866,2,Prompting,Issue: Function calls work in GPT-4.0 but not in GPT-4.1 / GPT-4.1-2025-04-24,concrete technical details/code/error context
odc_0146,"Staging this presentation format here in the lounge. OpenAI Responses API streaming events — developer field guide This reference organizes every Server-Sent Event (SSE) you may see from the Responses API when streaming. It groups events by purpose, shows typical lifecycles, and tells you which fields to read and what to do when each event arrives. Quick notes: Each SSE is two lines then a blank line: event: data: Deltas must be appended in order by sequence_number; the final “done” event carries the completed string for that piece. True token usage is only present in response.completed. Output is organized into output items (messages, tool calls, reasoning, etc.). Most “content” streams inside those items using add/delta/done pairs. Total event types covered: 53 Table A. Response “envelope” lifecycle (always or almost-always seen) These describe the overall response object status (indep",actionable,train,https://community.openai.com/t/responses-api-streaming-the-simple-guide-to-events/1363122/1,1363122,1844692,1,Documentation,"Responses API streaming - the simple guide to ""events""",concrete technical details/code/error context
odc_0147,"The Chat Completions API reference states that the store parameter defaults to false. However, whenever I call the API (without specifying store=True ), the completion appears in the Logs area of my dashboard. image 2470×852 150 KB If I specify store=False , the completion does not appear in my dashboard. Is this an error with the API? Or does the documentation need to be updated to state that store is set to true by default if not specified? Thanks in advance",actionable,train,https://community.openai.com/t/chat-completions-always-stored/1293717/1,1293717,1742057,1,Documentation,Chat completions always stored,concrete technical details/code/error context
